131002241224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00673225_0.00176147,0.00598154_0.00962858,,0.374533_3.90009e-05,0.453385_0.480742,0.989814_0.711156,1.0_0.999971,0.988096_1.0,0.736286,0.574935,,,0.0109001,,0.00318817_0.000706744,,,0.00538436,,,0.00449308_0.000706744,0.00489763_0.000706744_0.314217,,,0.00489763,0.00598154,0.0077056_0.000850687,0.00449308_0.00176147_2.04438e-10_0.0493012,,0.00338373_0.00144756,0.00489763,0.00538436,,,0.281546,,0.00237112,,,,0.0440759,0.391224,,0.391224,,,0.00538436_0.00176147,0.00415136,,0.00489763,,0.00538436_0.000385028,0.00385878_0.000651827_2.04438e-10,0.00449308,,0.00301432,,0.102551,,0.0734649,0.00538436_0.00176147_2.27739e-10_0.060986,0.0417757,1,,1,,,,,0.00489763,,0.00673225_0.00144756,0.00538436,0.000618387,,,0.00157337,0.00538436_0.126339,0.631762,,,0.00247649_0.00107021_2.94752e-10,0.00598154_0.000706744_5.54609e-11_0.0628465,,0.00598154,0.00673225,0.0016664,,0.831528_0.155528,,,0.00598154_0.000651827_2.94752e-10_0.2088,,,0.00259183,0.000834393_0.000423342,0.00195642_0.000850687,0.00385878,0.00449308_0.000497894
,0.00489763,0.00106891_0.00176147,,0.365151,,,0.911904_0.86674_1.0,1.0_0.999977_0.67154,0.63469_0.568994,0.0346517,,0.00673225,0.00598154_0.000706744_1.56329e-10,0.00259183,0.00385878_0.00176147_1.56329e-10,,0.00598154,,,,0.00598154_0.000771955,,,,0.0077056_0.0440759,0.00598154_0.00144756_0.122005,0.00538436,,0.00360538,,0.00489763_0.000604932,0.00598154_9.16299e-05,0.00259183,0.00449308_0.182473,0.0397167_5.45154e-08_0.0981077,0.00902011,0.00153068_0.00176147,0.281485,0.666282_0.0529618,,0.613704,0.00247649_0.319147_0.098057_0.0711512,0.0992062,0.340548,,,0.00598154,0.00271863,0.249941_2.84089e-05,0.00598154_0.000604932,,,0.00489763_0.000303066,0.00538436_0.000771955,,0.00360538_0.00107021,0.00449308,0.00489763,,0.00598154,0.00259183_0.000771955,,,1,1.0_0.999968,1,1.0_0.999982,1,0.0816808,0.0077056,0.0077056_0.000771955,0.00489763_0.000706744,,0.00489763_0.000706744_2.27739e-10_0.109553,0.00538436,0.00538436_0.000706744_1.85438e-10,0.0018905,,0.714225_0.368762,0.517293,,0.00598154_0.000497894,0.00259183,0.000625115_0.00144756_4.2333e-11,,0.00385878_0.00176147,0.00415136_0.00144756,0.227926_0.0864422_0.693113_0.288821,0.736286,0.122283,0.00259183,0.00415136_0.000771955,0.00538436_0.000706744,0.00489763,0.00489763_0.000771955_2.47263e-11,0.00538436,0.00489763,,0.00489763
0.00489763,0.00538436,,,,0.892214,,,0.843964_0.655159,0.697894_0.497949_0.626592,0.00301432,0.00271863,0.00285872,0.06142,0.00301432_0.000353137,0.00271863_0.000104852,0.00489763,0.00271863_0.000706744,0.000423151,,0.00902011,0.000460253_0.0568543,0.00673225_0.0473744,0.06142,0.00489763_0.000651827,0.00538436,0.0417757,,0.00673225_0.000706744,0.00598154,,0.00952791,0.00117985,0.00489763,0.00385878,0.285288_0.0965977_0.314217_0.127993_0.132771,0.00673225,0.000349092,0.321774,0.517293_0.0501453_0.657234,0.777193,,,0.249941_0.0473041,0.0668595_5.45154e-08,,0.00598154,0.00538436,0.00598154,,0.00449308,0.00673225_0.000368385,,0.00125834,0.0077056_0.000706744,0.00538436_0.000497894,0.00673225,0.0021855,0.00538436,0.158763,0.00902011,0.00489763_0.00176147_2.04438e-10,,1.0_0.999979,,,,1.0_0.999973,,0.621622_3.11936e-05_0.0426654,0.00673225,0.00171723,0.00489763,,,0.0466639,0.00237112,0.00489763_0.000850687,0.0016664_0.0466639,,0.00598154_0.000385028,0.00271863_0.00144756,,,0.00673225,0.00171723,0.0016664,0.00227448,0.249941_0.434859_0.641787_0.594459,,0.0734649_0.0565772,,0.00598154_0.000706744,0.00489763,0.0077056_0.000771955_5.39416e-11,0.00271863_0.00123004_2.94752e-10_0.00394188,0.00385878_0.000651827,,0.00449308,0.00157337
,0.00489763,0.00415136_0.000706744_2.27739e-10_0.148942,0.0214447_5.45154e-08_0.0762326_8.7169e-06,0.00489763,0.607273,,,1.0_0.628496,,0.281546,0.00538436_0.000706744_0.141415,0.00489763_0.000706744_1.85438e-10_0.109553,0.00171723_0.0361816_6.99789e-08_0.118473,0.00489763,0.00489763_0.000651827_1.85438e-10_0.0903886,0.00489763,,,,0.00673225_0.00176147_2.04438e-10_0.160458,0.00385878_0.106322,0.0922216,0.00598154,0.00285872_0.00144756_1.85438e-10,0.00489763_0.000497894_6.45442e-11,0.719186,,,,0.00538436_0.00144756_1.56329e-10_0.0216114,0.0116248,,,,0.446379,0.0981677_0.157511_1.02496e-08,,0.249941_3.11936e-05,0.391236_0.273587,0.645194_0.227734,0.69269_0.3287,0.106322,0.00598154_0.0659128_0.0774018,0.446379,0.0816808_1.63992e-08,0.00161853,0.00489763,0.0466639_6.1288e-08,,0.0258882_0.0568543_6.1288e-08_0.0561635_7.01984e-07,0.00202717_0.00123004,0.108917,0.000321935,,,0.0417757,0.00318817_0.000706744_2.94752e-10_0.0493012,0.00489763_0.000771955_2.94752e-10,0.181372,0.33179_3.11936e-05,0.00598154,,,,1.0_0.999973,,,,0.0816808,0.00489763,0.00598154_0.00176147_2.04438e-10,0.00489763,0.00318817,0.00598154_0.000771955,0.0159556_0.135547_0.0667033,0.00247649,0.00449308,0.361768,0.405671_0.06142_0.61022_0.247142_0.347101,0.437579,0.00598154,0.00598154,0.00489763_0.000771955,,,0.00153068_0.000706744,,,0.777193_0.345669,0.441125_0.293331,0.00598154,,0.00449308_0.000497894,0.000513536,,,0.00108938_0.0466639_5.45154e-08_0.0448393,,0.00489763
0.00673225_0.126339_3.51057e-08,0.00318817,,,0.00301432,0.607273_0.376317,0.94868_0.657154,,,0.892214_0.378903_0.556775,0.561361,,0.00902011,0.00449308_0.000604932,0.00247649_0.000706744_2.27739e-10,,0.00247649_0.000604932_2.27739e-10,,0.06142,0.00902011,0.00538436_0.000706744_2.94752e-10_0.232047,,0.00598154_0.0397167,,0.00489763,0.00489763,0.00538436,0.00598154,0.00673225_0.000604932,0.00161853,,0.00489763_0.00144756,0.00360538,0.00538436,0.0734649,0.144368_0.025795,0.176498,0.00385878_0.00144756,0.0361816_0.221974,0.0922216,0.445925_0.376317_0.556775,,0.137518_0.042046,0.109572_3.90009e-05,0.517293,0.00247649,0.00338373,0.00673225,0.0666269,,0.0319674_4.90894e-08,0.00237112_0.000445549_2.27739e-10,0.00538436_0.000771955,0.00598154,,0.0077056_0.000706744,0.00131681_0.00176147_2.27739e-10_0.2088,0.00259183,0.06142,,0.434505_0.0245126,,0.00489763,,1,1,,1.0_0.999993_0.931432_1.0,,,0.00338373,0.00247649,0.00489763,0.00538436,0.0165553,,0.00673225,,0.00489763,,0.528916_0.0801754,0.00538436,0.00489763,0.00318817,0.00285872,0.00598154_0.00144756_1.69652e-10_0.0267933,0.00673225,0.00538436_0.000706744_2.04438e-10_0.0736844,0.224504_0.212182,0.522226_0.276669_0.567723_0.399763,0.395228,0.00598154_0.0402613,0.00271863,0.00489763,,0.0012869_0.000303066_2.94752e-10_0.298295_1.1965e-08,0.00538436,0.00489763_0.000651827,,0.00489763
,,,0.0299999_1.1345e-12,,0.668038_0.376317_0.657234,0.298793,,0.897542,0.757713,,0.00489763_0.00144756,0.00538436,0.00489763,0.00385878,0.00489763_0.000604932_2.04438e-10_0.261066_4.46731e-08,0.00247649_0.000706744,0.00489763,0.00598154_0.000706744,0.00598154,0.00318817_0.000212959,,0.717877,0.0361308_4.83318e-06,0.00673225,0.00902011,0.00538436_0.000706744,0.00489763,0.000929435_0.000564412,0.00598154_0.00144756,0.00318817_0.000604932_2.94752e-10,0.00673225,0.00237112,,0.00538436,0.285288,0.0077056,,,0.281546_0.232477_0.305272,0.574935_0.146776,0.00598154,0.227926,0.0332525_3.77982e-08,,0.253322_0.146776_2.13867e-08,0.00538436_0.000706744_1.85438e-10,0.0018905_0.00144756,,0.06142,,0.00489763,0.395374_0.0922216,0.00489763_0.00144756,,0.00598154_0.000604932,0.00598154,0.00598154,0.00673225,0.446379_0.171226,0.299366_0.0922216,0.00285872,,0.892214,1.0_0.999989,,1.0_0.999984_0.925933_1.0,1,0.976136_0.683475,0.469598_0.212805,0.00489763_0.000403266,0.00598154_0.00144756_9.14471e-11,0.00902011_0.000651827,,,0.00489763_0.000604932,0.00902011_0.000771955_8.0302e-11,0.00449308,0.000359944,0.00902011_0.48105,0.0668595_1.53746e-08,,,0.000522857,0.000500166_0.000771955,0.00113279,0.00538436,,0.137421,0.498955_0.155528,0.391224_0.0366107,0.00538436_0.000706744,,0.00161853_0.000706744_1.69652e-10_0.173892_2.99058e-08,0.00538436_0.000651827,0.000399737_0.000706744,0.00598154,0.00449308,,
,,,0.00338373,0.0668595_0.457055,,,,,0.906464_0.497949_0.61022_0.339392,0.437579,0.00489763,,0.00598154,,0.00237112,0.00489763,0.00538436_0.000706744_2.27739e-10_0.138962_6.56502e-08,0.00489763,,0.00489763,0.281546,0.203619_3.11936e-05_0.0701982,,0.00673225,,0.016873_0.149862_0.106667,0.00415136,0.00157337_0.000706744,0.00385878,0.00237112_0.000111568,0.00674784_1.00745e-12_0.118473_6.49861e-06,,0.00673225,0.06142_6.1288e-08_0.177195,0.158171,,,,,0.374533_0.352465,0.0799663,,0.00902011_0.106322,0.06142,0.122283_0.0501453,0.0319674,0.00673225_0.000604932,,,0.00489763_0.000706744_8.74051e-11,0.0734649,0.353363_2.10689e-05_0.118473,0.00673225_0.000771955_2.94752e-10,0.000639023_0.00144756_1.69652e-10,0.0332525,,0.00385878_0.000706744,,0.281546_0.187189,,,,0.657288_1.0,1,,1,1,1,0.321774_0.0922216,,,,0.00489763,,,0.00318817_0.000706744_8.37038e-11,,0.00157337_0.0568543_0.316125,,,0.00489763,,0.0326218_4.47525e-05_0.106667_1.46272e-06,,,,,0.631762,0.892214_0.332555,0.57031,0.00598154_0.133616,0.00538436,,0.00449308,0.00673225_0.000292711,0.000646213_0.000651827,,0.00301432,0.0077056_0.143409_3.07272e-08
,,0.00598154_0.000771955,,0.00259183_0.000850687,,0.995499_0.835869,0.997776_0.88154_0.993625,0.992861,0.614217_0.294839,,0.00271863_0.106322_0.0548476,0.00415136,0.0412966_2.10689e-05,0.00538436_0.000706744_1.85438e-10,,0.00301432,,,,0.00338373_0.000564412,0.00091454,,,0.00598154_0.00176147_1.44936e-10,0.00449308,0.00598154_0.000706744,0.00271863,0.00125834_0.00144756,0.00538436,,,0.00538436,0.00538436,0.00489763_0.00144756_2.04438e-10_0.0721585,,0.107336_2.84089e-05_0.118473_0.204126,,,0.111061_0.0734649_0.399248,0.395228_0.0801754_0.717773,0.697894,0.249941_6.45605e-05,,0.0691093_0.0734649,0.00902011,,0.00237112,0.0668595,0.06142_6.1288e-08,0.00202717_0.0466639,0.00538436,,0.00538436_0.00176147_1.85438e-10_0.00873408,,0.115588_0.0296868,0.00538436,0.000373896_0.000198276,,0.0568543_0.40785,0.321774,0.00104921_0.000604932,0.674641,,1.0_0.999973,1.0_0.999982_0.925933,,1,,0.321774,0.000334961_0.000706744,0.00415136_0.000604932_2.27739e-10,0.00489763_0.000497894,0.00338373,0.00259183,,,0.0018905,0.00259183,0.631762_0.711156,0.0734649_0.167553,0.00598154_0.000604932,0.00598154_0.00144756_1.85438e-10,0.00673225_0.000771955,0.000599052_9.67088e-05_2.94752e-10_0.0282698,,0.00318817_0.000564412_1.85438e-10_0.232047,0.00538436_0.000706744,,0.63522_0.3295,,,,,0.00449308_0.000651827_2.04438e-10,0.000701511,0.00489763,0.00385878_0.00176147_2.94752e-10,,0.00449308
0.281546,0.00449308_0.000771955_3.14752e-11,0.00538436,,0.00538436_0.363717_0.458145_0.329899,0.607273_0.345669,,,1.0_0.656767,0.831528_0.420829_0.704454,0.321774,0.00247649_0.00176147_0.0652173,,0.00726628,0.00489763_0.00144756_3.97632e-11,,0.00673225_0.000651827_1.56329e-10,0.00538436_0.000706744,0.00538436_0.00176147,0.139778_1.30106e-05,0.00449308_0.000771955,,,0.00271863,0.00171723,0.00538436_0.00176147_0.0564512_0.0426654,0.00673225_0.106322_2.89231e-08,0.000229186_0.000651827_2.94752e-10_0.0903886,,0.00673225,0.00489763_0.019441,,0.0007102_5.93206e-05,0.00489763,0.0077056,0.422816_0.040792_0.376256_0.266517,,,,0.158814_0.0373883,0.469543_0.317316,0.661527_0.093876,0.0346517_0.350059_0.04011,,0.249941,,0.00538436_0.000706744_1.85438e-10,0.00489763,0.00385878_0.000706744,0.00489763_0.0440759_8.94478e-09_0.00605182,0.00247649,,0.00538436_0.000651827_0.0930587,0.00171723,0.00538436_0.000651827,0.00598154_0.000706744,0.00598154_0.000470251,,0.00318817_0.000651827_0.122005_0.0762326_0.100162_0.0778844,0.437579_0.14268_0.396526,0.321774_7.83468e-06,0.00108938_0.00031419_2.94752e-10,0.0816808,,1,,1,,0.917305,,0.00318817_0.000265529,0.00318817,0.00538436_0.000771955,0.00489763_0.00144756_2.04438e-10_0.173892,0.00271863_0.0728825,0.00489763_0.000706744_2.04438e-10_0.261066,,,0.00538436_0.0568543,,0.470275_3.90009e-05_0.0377523,,0.00338373_0.000706744_2.04438e-10_0.298295_8.97947e-09,,0.00538436,,0.00171723,0.0077056_0.000706744,,0.437579,,0.00598154_0.000706744,0.0332525_2.23579e-08,0.00237112,0.00195642,,,0.00598154_0.000651827,0.00259183_0.00176147,0.0209245
0.00117985,,0.00489763_0.000706744,0.0342879,,0.574935,0.57031,1,0.897542,,0.437579,0.00538436,0.0219926_0.0604216,0.00195642,0.00106891_0.000651827_2.94752e-10,0.00538436_0.000850687,0.00106891,0.00598154_0.000250072,0.00247649,0.0734649_0.135547,0.00247649,,0.249941_0.104518,0.00259183,,0.00538436,,0.00538436,0.000278637_0.00107021_2.04438e-10,,0.00538436,0.000960744,0.0077056_0.000706744_2.04438e-10_0.160458,0.00598154_0.000604932_1.09177e-11,0.00171723_0.000604932_0.122005,0.391224_3.11936e-05,0.06142_5.45154e-08_0.0627775_4.36677e-06_8.36695e-05,,0.0378619,0.321774_0.215501,0.645546,0.697894_0.0635357,0.391224,,0.433462,0.00598154,,0.000886151,0.00598154,0.0362223,,0.0668595,0.06142_0.189969_0.0171635,0.00338373_0.000706744_2.04438e-10,0.00489763_0.00176147_2.27739e-10,0.00489763,0.06142_4.46448e-08,,0.00902011_0.106322_5.45154e-08,,0.0816808_4.90894e-08,0.00489763_0.000771955,0.0017713_0.220614,1,1.0_0.999948,1,1.0_0.999973_0.931432,,1.0_0.686136,,0.00449308,,0.00489763,0.00385878,0.00598154,,,,0.06142_6.1288e-08,,,0.00171723,0.0000029796,0.00489763,0.00271863_0.000706744_2.27739e-10,0.00318817,0.00489763_0.00176147,0.00489763,0.00673225_0.294711_0.584545,0.56938,0.321774,0.0240223,0.00538436,0.00598154_0.00144756,,0.00149028_0.000445549_1.35082e-10,,,,0.00338373_0.000771955
0.00673225_0.000771955_1.0076e-10_0.0117422,0.00149028_0.00176147,0.00385878_0.000651827,0.06142,0.00323371,0.697894,0.493903_0.764011,,0.627989,0.767926,0.571646,0.00449308_0.000706744_2.04438e-10,,0.00338373_0.00144756_2.27739e-10_0.138962_1.14255e-08,,,0.00489763,,0.00237112,,0.00538436_0.000243005,0.00449308,,,,0.0668595_3.07272e-08,0.00202717_0.000604932,,0.000661095_0.000706744,0.00227448,0.00598154_0.00144756,0.00489763_0.000706744,,0.00259183_0.000604932_2.04438e-10_0.115678,0.00673225,0.167914_0.125439,,,0.0668595_6.99789e-08_0.0848249,,0.18598_0.243403_0.781989,,,0.144098,0.549037_0.243652,0.00902011,,0.00228213,0.00157337,0.0668595_6.99789e-08_0.0296035,0.00538436_0.000706744,0.104138,0.00538436_0.00176147,,0.00489763,0.00598154,,0.00101192,0.00385878_0.00144756,0.517293_0.113955_0.61022,0.00489763,,0.0017713_0.000651827,0.916334_1.0,1.0_0.999938_0.925933_1.0,1.0_0.99999,1.0_0.999982,,0.907914,0.00338373,,0.00171723_0.000706744,0.00271863,0.00673225,0.00538436,0.00489763,0.00489763_0.00144756,0.00489763_0.000706744_9.26006e-12,0.06142_0.387046,0.391224_0.227734,0.456139_3.11936e-05_0.0105855,,,0.00101192_0.0165553,0.00449308,0.00301432_0.000651827_8.37038e-11,0.00673225,0.00538436_0.000651827_2.94752e-10,0.281546,0.106322_0.548098,0.437579,,,0.00538436_0.000771955,,0.0016664,0.00902011,0.00538436_0.00176147_0.0652173_0.106667,,
,0.00489763,0.00538436,0.0476954_7.83468e-06_0.118473,0.318477,0.574935_0.294839_0.490107,0.607273,0.918258_1.0,0.843964_0.638282,0.843964_0.274258_0.620747,0.538791_0.0659559_5.45154e-08,,0.00598154,0.00318817_0.000706744_1.0076e-10,0.00237112_0.00534668,,0.00000000762825,0.00598154,0.00489763_0.00144756_0.0949386,0.0825298_3.40549e-05_0.0945248_0.0876589,0.0021855_0.000651827,,0.134164_3.11936e-05_0.0762326,,,0.0668595,0.00415136_0.000706744,0.00598154_0.000706744,0.00902011_0.000418463,0.00259183_0.000265529,0.00598154,0.00489763_0.000651827_4.74399e-11,0.00489763_0.000604932_1.0076e-10_0.079894_8.10526e-09,0.00247649,0.00385878_0.0466639,0.00598154,0.0346517_0.149862,,,0.489796,0.697894_0.3287,0.822875_0.0449461_0.316125_0.247142,,0.00489763,0.3407,0.00538436,0.00489763,0.00489763_0.000706744,0.00673225_0.000706744,0.0332525_4.90894e-08,,0.00673225_0.226302,0.00673225,0.000859487_0.00144756,0.00538436_0.000604932_9.14471e-11,0.00598154,0.00673225_0.000771955,0.00489763_0.00144756_2.94752e-10_0.115678,0.00489763_0.000651827,,0.0734649,0.00489763_0.000385028,0.0077056_0.367976,0.897542,1,1,,1.0_0.999975_0.990728,1,0.0816808_4.46448e-08,0.00489763,0.00489763_0.000706744,,0.00489763_0.000771955_1.56329e-10,0.116409,0.104138,0.00598154_0.000706744_2.27739e-10,0.00150912_5.45154e-08_0.152096,0.0000474562,0.469543,,0.00732387_0.189969_0.270161,0.00271863,0.00598154,0.00195642,,,0.0417757,0.15719_0.146776,0.452298_0.534153,,0.00538436_0.000706744_9.14471e-11,,0.00153068,,0.00538436,0.00538436,0.00538436,0.00489763,0.00973756_9.07391e-13
0.0734649,0.00285872,0.00247649,,0.000777682,0.698467_0.187189,,0.959658_1.0,,0.981866_0.530703,0.00902011_0.0518421,0.00489763,0.0518268_0.0332525,,0.00538436_0.00176147_5.25031e-11,0.00538436_0.000706744,0.000547722_0.00176147_1.69652e-10,,,0.116409_3.46332e-05,,,0.109572,0.00598154,0.00106891,0.00103022_0.000604932_2.94752e-10_0.0548111,0.00247649,,,0.00673225_0.000771955,0.00449308_0.000651827_0.0205316,,0.00709894_2.57391e-09,,,0.173768_0.0454299,,0.00598154_0.00144756,0.374533,0.38672,0.366275_0.12808,0.0734649_0.0980108,,0.122283_3.46332e-05,,0.00538436,,0.00598154_0.00144756_8.37038e-11,,0.0597343,0.00489763,0.00598154,0.06142_6.1288e-08,0.00538436,0.00538436,0.00489763_0.000497894,0.00449308,0.00259183_0.00176147,0.06142,0.157428,0.00673225_0.0529618_0.327023,0.00598154,0.00598154_0.126339,0.897542,1.0_0.999975_0.960281_1.0,1.0_0.999948,1.0_0.999973,1.0_0.999948,,0.00673225_0.000564412_7.15696e-11,,0.00360538,0.00489763,,,0.109572,0.00538436,0.00598154,0.00338373_0.106322_0.365653,0.517293_0.227734_0.606074,,0.00449308,,0.00237112,0.00237112,,0.00538436,,0.094258_0.21585_0.498441,0.765739_0.337947,0.00598154,0.00598154,0.00489763,,0.00054256_0.000771955,0.00489763,,,0.00318817,0.00489763_0.000706744_2.04438e-10_0.109553
0.00673225_0.000651827,0.00449308_0.0001855,0.00489763,,0.00598154_0.195489,0.495455,0.989814,,1,0.631762_0.578889_0.749729,0.00489763,,0.00489763_0.00176147,0.0077056,0.00538436,0.00338373,0.00489763,0.00385878,0.0568543,,0.0077056_0.000706744,,0.0255576,,0.00598154_0.000564412_8.0302e-11_0.0669291,,,0.00538436_0.00176147_2.94752e-10,0.00237112,0.00538436_0.000771955,,0.00538436_0.000771955,0.00538436,0.00489763_0.00176147_1.56329e-10,0.00538436_0.20542_0.264765,0.00538436,0.06142_6.1288e-08_0.0367687,0.0734649,0.00673225_0.424827,,0.249941_0.526159,0.631762_0.0896259,0.391224_0.0440759_0.160915,0.00598154,0.374533,0.00598154_0.106322_0.167553,0.00259183,0.00161853_0.000651827,,0.196505_2.61045e-05,0.00489763,0.06142_0.194869,0.00902011_0.000177867,0.00673225,0.00489763_0.00144756,,0.00227448_0.0378619,,0.00157337_0.106322,0.437579_0.040792,,0.00902011,,0.916334_1.0,1.0_0.999975,1,1,1.0_0.999975,,0.697894_0.283458,0.00598154,0.00489763_0.000423342,0.00673225_0.000250072,,0.00538436,,,,0.00673225,0.517293_0.22233,0.0734649_0.350059,,,0.00338373_0.0529618_0.219293_0.118473,0.00598154,0.00338373_0.00176147_2.94752e-10,,,0.574935_0.317316,0.639941,,0.06142_0.188243_0.0969946,0.00090012_0.000706744,0.00598154,0.00538436,0.00319652_6.54626e-13,0.00598154,0.0077056_0.143409,,0.00598154_0.000604932_5.39416e-11
,0.00598154,0.06142,0.224504_2.10689e-05,0.00285872,,,,,,0.469543_0.126339_0.0516125_0.326892,0.0260147,0.186182_2.84089e-05,0.00598154_0.000257567,0.00489763_0.000651827,0.00538436,,0.00538436,0.000532525,0.56938,,0.06142_0.123994,0.281546_2.41635e-05,0.00598154_0.000850687,0.000788394_0.000651827,0.00449308,,0.00489763_0.00176147,,0.00237112,0.00489763,0.00318817_0.000706744,,0.00538436,0.00415136_0.000706744_2.94752e-10_0.153323,,0.00449308,0.06142,,0.260664,0.736286_0.587918,0.391224,,0.00673225_0.000706744_0.203677,0.00598154_0.000706744_0.208319,,,,0.00538436,0.0077056,0.00538436_0.000292711,0.0668595,0.00489763_0.00144756_1.69652e-10,0.00489763_0.000771955,,0.00673225_0.000604932,,,0.00489763_0.0808808,,0.251978,0.00247649_0.000385028,0.0529618,1.0_0.928702,,,1,,1,0.00673225,,0.00385878_0.000651827,0.00489763,,0.00153068_0.00123004_2.94752e-10_0.232047_0.0239347,,,0.00108938,0.00598154,0.00598154_0.367976,0.0668595_0.490107_0.26802_8.51069e-08_6.20771e-14_0.0190904,0.00247649_0.000651827_2.94752e-10,0.00489763_0.00144756_2.27739e-10,0.00489763,0.000944828,,0.00489763_0.000771955_2.04438e-10_0.138962_2.68919e-08,0.00385878_0.000445549_0.122005,0.469598,0.631762,,0.00195642_0.0466639_0.392133,0.00538436,0.00271863_8.97454e-05_1.05064e-11,,0.00360538_0.000706744_1.85438e-10,0.00360538,,0.027641_0.08545,0.00673225
0.308993,0.00171723,0.00360538,0.0568543_6.1288e-08,0.308667,0.631762,,1.0_0.999948,,0.808277,0.00902011_0.126339,0.0260147,0.00673225,,,0.00598154_0.000651827_8.37038e-11,,,0.00318817,,0.06142_0.189969_0.270161,0.00489763,0.517293_0.0568543,,0.00489763_0.000651827,0.00247649_0.0499252,0.00449308,,0.00538436,0.00338373_0.00144756,,0.00489763,0.00385878_0.000706744,,,,0.0077056,,0.0568543_2.13867e-08,0.129778,0.384914,0.631762_0.0801754,0.00598154,0.209799,,0.122283_0.0529618_4.90894e-08,0.00538436,,0.00247649,0.0245126,0.0378619_5.45154e-08_0.0484948,0.0077056_0.0307827,0.00902011,0.00385878_0.000604932,0.00538436,0.00538436,0.00489763_0.000403266,0.00598154,,0.549037,0.00598154_0.000604932_8.74051e-11,0.00538436,0.0668595_0.490107,1.0_0.757441,,,1.0_0.999998,1.0_0.999982_0.936147,0.981866,0.0816808,0.00489763,0.00673225,0.00360538_0.000771955_1.56329e-10,0.00598154,,,0.00171723_4.54857e-05,0.00489763,,0.574935_0.155528,0.387595_0.122823,,0.00489763_0.000706744_4.42384e-11,,,0.00360538,,0.00902011,0.121463_0.0440759_0.595082,0.777193_0.434859_0.917367,0.849613_1.87062e-05_0.0323019,0.00489763,,0.00489763_0.000198276,0.00538436,0.00598154,0.0568543,0.0238275,0.00538436_0.00176147,0.00285872_0.000604932
0.0668595,0.00449308_0.00144756_2.94752e-10_0.2088_1.66334e-08,0.00902011,0.00673225,0.374533,0.515171_0.227734_0.537788,,1.0_0.999978,0.907914,0.736286_0.578889,0.491988_0.0495998_0.177951,,0.044368,0.00598154_0.00176147,0.00598154_0.000283046,0.00318817_0.000706744,0.00153068_0.000651827_1.56329e-10_0.138962_1.66334e-08,,0.00153068_0.000564412,0.00598154_0.000651827,,0.0179071_0.140652,,,0.00111066_0.000529042_8.37038e-11,,0.00449308_0.00032617,0.00598154_0.000423342_7.71647e-11_0.259596,0.00489763,0.00489763,0.00598154,0.00338373,0.00182893,0.00247649_0.000651827,,0.00598154_0.20542,0.00673225,0.00489763,0.0816808_0.188243,0.539942,,0.645546_0.434859,,0.158763,0.0346517,0.249941_0.0568543,0.00489763_0.000771955,0.00598154,0.000693034,,,0.00115583,0.0346517,0.00171723_0.000706744_2.94752e-10,0.00598154,0.00673225,0.00237112,0.00598154_0.000706744,0.00538436,0.106322_0.224208,0.00902011_0.0417757,0.00598154_0.000706744_2.04438e-10,0.0018905_0.680914_0.524931_0.556353_0.635063,0.884437,1.0_0.999948,1.0_0.999948,1,1,0.892214,0.867108,,0.0225706,0.00247649,0.00157397_5.45154e-08,0.000349092_0.000292711_0.0528954_0.0762326,0.00171723_0.000604932_0.122005_0.152096,0.00227448_0.000529042,0.000846752,,0.674641_0.187189_0.60208,0.621622_5.27129e-05_0.0105855,0.00598154,0.00271863,0.00598154,0.00598154,,0.00902011_0.000706744,,0.391224,0.736286,0.475285_0.0495998,0.00598154_0.000604932,,0.00489763,,,0.00489763_0.00144756,0.00538436_0.000257567,,
