131002241224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.00538436,,0.0268407_6.1288e-08,0.321774,0.687651,0.989814_0.604506,,0.950848,0.892214_0.374132_0.732818,,,,,,0.00489763_0.000706744_2.04438e-10_0.130229_2.0589e-08_5.40225e-14,0.00538436_0.000651827_1.85438e-10_0.0493012,,0.00489763,,0.00598154,0.00247649,0.391224_0.0391377_0.0605188,,0.00598154,0.00149028_0.00144756,0.00489763,,0.00538436,,,0.00318817_0.000706744_1.69652e-10,,0.00145198,0.000834393_0.125165_0.264765,0.395941_0.0864422_0.453094_0.0772496,0.11302,0.00673225_0.000706744,,0.121444,0.366097,0.437579,,0.00385878_0.220614,0.321774,0.00598154,,0.00489763_0.000706744_2.27739e-10_0.079894,0.0260147_4.46448e-08_0.0542858,0.0645095_1.75992e-05,0.00489763_0.00144756,0.00538436,0.0816808_1.4057e-08,,0.00318817_0.000651827,0.00538436,0.00149028,0.00153068_0.00176147,0.00247649,,,,0.0021855_0.126339,1,1.0_0.999971,,1.0_0.999975,1.0_0.999973,,0.697894,,,0.00195642_0.000771955_2.27739e-10,0.00115583,0.00598154,0.00538436,,,0.000684761,,0.00489763,,,,0.00385878_0.000651827,0.00902011,0.00489763,0.00598154,,0.777193,0.437579_8.79446e-06,0.023458_3.11936e-05,0.00538436_0.00144756,0.008507,0.00538436_0.000207826,0.00449308,,0.00538436_0.000140398,0.00598154_0.00144756,0.00902011_0.000651827
0.0668595,0.00538436_0.000497894,0.00489763,0.00489763,0.00259183,,0.917305,1,,0.848594_0.476565,0.488421_0.0998834_0.350059,0.06142,0.00489763_0.00176147,0.00598154,,,0.000340874_0.000651827_1.69652e-10,0.00489763,0.00902011,0.00259183,,,0.00598154,,0.00271863_0.00107021_2.27739e-10_0.0322698,,,0.0018905_0.000100038,0.00489763_0.000706744,,0.00598154,,0.00598154,,0.00673225,0.104138,,0.00598154,0.00598154_0.0495998,0.0361816,,,,,0.236345,,0.00538436,0.00902011,0.06142,0.00247649_0.00176147,,0.00489763_0.000706744,0.0077056,0.00598154,,0.00259183,0.00489763_0.000706744,0.00538436_0.000706744_3.19885e-11,,,0.302873_1.87062e-05,0.00489763,0.0816808,0.793362,1.0_0.999975,1,1,1.0_0.999938_0.911625,0.724853,0.697894,0.00271863,0.00149028,0.00673225,,0.00157337_0.00123004,0.00247649,,0.00598154_0.000706744_8.37038e-11,0.00415136_0.126339_0.350059,0.831528,0.517293,,0.00489763,,0.00149028,,,,0.495455,,0.00902011_0.126339_0.0631142_0.552928,0.0195104_2.89231e-08_0.0519652_3.36481e-08_1.98444e-13,0.00449308,0.00538436_0.000706744,0.00385878_0.000651827,0.00598154,0.00115583_0.000651827,0.00538436,,0.0017713
0.391224_5.27129e-05,0.00538436,0.00161853_0.000445549,0.00108938,0.00598154_0.143409,0.645546,0.864495,,1.0_0.891715,0.892214,,,0.00598154_0.000850687,,0.00902011_0.000706744,,0.00538436,0.00489763,0.0801199,0.115588_0.153639,,,0.00538436_0.0568543_0.490107_0.0379433,0.00538436,0.00489763_0.00176147,0.00385878,0.00598154,0.00598154,0.00673225,0.00538436_0.000604932,0.00598154_0.0360292,,0.00259183_0.0495998_6.99789e-08_0.0266357,,0.00598154,0.249941_0.0345433_0.657234_0.148228_0.135756,0.00538436,0.00673225,0.350952,,0.645546_0.203095,,0.0734649_5.45154e-08_0.0561046_0.0384138,0.391224,0.391224_0.16231,0.00598154,,0.00598154_0.00144756_2.56981e-10,0.0361816,0.00538436_0.06142,0.00673225_0.000850687,,0.00673225,0.00598154_0.000771955,,0.0361308,,,0.000320157_0.00176147,,0.00673225,,0.0816808_0.189969_0.406419,1,1.0_0.999988,1.0_0.999975,,,1.0_0.999948_0.901677,0.0816808,0.00538436,,0.00505829_5.45154e-08,0.00538436_0.000604932,,,0.00598154_0.000604932_1.0076e-10,0.00489763,0.645546,0.736286,0.0668595,0.00285872,0.00673225_0.000651827,0.00489763,0.00285872_0.00176147,0.00598154,,0.00598154,,,0.574935_0.0197,0.0668595_5.45154e-08,0.0077056_0.000651827,0.00237112,,0.00902011,0.00598154_0.000604932,0.00538436,,
0.0734649,0.000426274,0.00673225_0.000423342,,0.06142,,0.808277,1.0_0.899299,,0.574935,0.00673225_0.00144756,0.00598154,,0.00489763_0.000771955,0.000639023_0.000651827_2.04438e-10,0.00182893,0.00673225_0.000651827,,0.00489763,,,,,0.00538436,,,0.00598154,,,0.00598154,,0.00247649_0.000771955_8.37038e-11,0.00598154,,0.249941,0.106322,0.06142,0.0238275,0.113419,0.321774,0.867323_0.547522,,,0.00538436_0.270054,0.00598154,0.00598154,0.00489763_0.000706744,0.00489763_0.000706744,0.00598154,,,,0.00598154_0.000947682,0.00247649_0.000224031,0.00673225_0.000651827,,,0.00538436_0.000212959,,0.573265_0.306945,0.00673225,0.00673225_0.000771955,0.0165553_0.350059_0.527517,,,,,,1,,0.00489763,0.00237112_0.000604932,,0.0012869_0.000604932,0.00113279_0.000651827_0.141415,0.00301432,0.00157337,,0.000661095_0.244085,0.437579,0.106322_0.350059,0.00299648_1.00745e-12,0.00247649_0.00144756_2.04438e-10,,,0.00598154,0.00489763,0.00247649,,,0.00538436_0.000218353,0.00598154,0.00301432,0.00385878_0.00144756_2.24582e-11,0.00101192,,0.00598154_0.0252402,0.0466639_5.45154e-08_0.0426654,0.06142,0.0016664_0.000564412_1.69652e-10
0.0440759,0.00538436,0.000929435_0.000385028,,,0.988096,0.989814,1,0.79209,0.595482,0.321774_0.0466639_0.135547_0.0498482,,0.0668595_6.1288e-08,0.00538436,0.00902011_0.00176147,,,0.00385878,0.00673225_0.000706744_8.74051e-11,0.677943,0.0148817_6.1288e-08,0.00202717_0.0992689,0.56938,0.00271863_0.000470251,0.765351,0.00538436,0.00598154,,0.00247649,,0.00157337,0.00598154_0.00144756_1.69652e-10,0.0018905,0.00271863_0.000470251_1.44936e-10,0.00489763,0.289616,0.0361816_6.1288e-08_0.0561635_1.60237e-06,0.00415136,0.00489763_0.000706744,0.00237112_0.319147,0.495455_0.609588,,,,0.374533,0.0668595_5.45154e-08_0.0508078,,,,0.091219_0.0466639_0.189872,0.00489763,0.00673225_0.000651827,,,0.00538436_0.00144756_2.04438e-10,0.033197,0.00598154_0.000445549,0.00598154_0.000651827,,0.0922216,,0.00360538_0.00144756,,,,1.0_0.999973_0.925933,,,,,0.00489763,0.00538436,0.00598154,,0.000441068,0.00538436,0.00271863_0.00012257,0.00673225,0.00108938_0.000604932_2.27739e-10_0.134935,0.374533_0.171226,0.00902011,0.00449308,0.00902011_0.000497894_9.58789e-11,0.00538436,,0.00598154,0.00133682_1.72221e-13,0.00415136_0.000706744_0.113436,0.0568543,,0.517293,0.00489763,0.00598154,,0.00449308,0.00503118_6.1288e-08,0.00673225,0.0319674_6.1288e-08,0.00598154,
0.00902011,0.00247649,0.0018905_0.00144756_2.04438e-10_0.298295_2.68919e-08,0.00415136_0.00176147_2.04438e-10_0.298295,0.00538436_0.00144756,,,1.0_0.999989,1.0_0.759187_0.917182,0.75967,0.864101_0.173783_0.350059,,,0.0016664,0.00489763_0.000706744,,0.00489763,0.00489763,0.00271863_0.000604932_2.04438e-10_0.115678_5.32439e-08_7.74107e-14,0.0231812,0.0105202,,0.20674_0.0529618,,0.00598154,0.00259183,0.00538436_0.000706744,0.00449308_0.000651827,0.00902011_0.000368385,0.00489763,,,0.00538436_0.000651827_1.85438e-10_0.130229,0.00338373,0.00113279_0.154911,,,,0.0734649_6.1288e-08,0.0808284_0.155528_0.556775,,,0.391224_3.90009e-05_0.118473,,0.391224_0.103896,0.138222,0.00598154_0.000706744_0.122005,0.00153068,0.00385878_0.000651827_2.04438e-10,0.00385878_0.0495998_5.45154e-08_0.0592871_7.43573e-06,0.0707794_0.0361816_5.45154e-08_0.0820929_6.9337e-06,0.0397167,,0.00360538,,0.00673225_0.0467548,0.00489763_0.00144756_1.44936e-10,,0.0668595,0.645546_0.281089,0.00673225,0.00673225,0.0816808,1.0_0.759187_0.993625,1,1,1,1,0.964843,,0.00489763,0.00489763_0.000202938,0.00598154,0.00090012_0.000292711_2.27739e-10_0.2088,,0.00598154,0.00489763,0.00598154_0.000706744,0.00673225,0.377517_0.267976_0.75495,0.00598154,0.00360538,0.00385878_0.000529042,0.06142_6.1288e-08,0.00449308,0.00673225,,,0.736286,0.831528_0.409044,,0.00538436_0.0209245,,,0.00538436_0.000604932_1.85438e-10,0.00538436_0.00144756,,0.00538436,0.00489763,0.00598154_0.000423342
0.00598154_0.000257567,0.00285872,,0.00489763,0.0734649,0.645546_0.172936,0.765739,,1,0.808277,0.422051_5.27129e-05,0.06142,,0.00538436_0.000339112_2.1473e-11,,0.00171723_0.000604932_2.56981e-10,0.00598154_0.00176147_2.27739e-10_0.2088,0.00538436_0.000706744,0.06142,0.0992062_3.90009e-05,0.0219926_6.1288e-08_0.0762326_8.7169e-06,,0.00598154,0.00385878_0.00176147_2.94752e-10,,0.00449308_0.00176147,,0.00489763,0.00489763,0.00259183,0.00598154,0.76435,,0.00301432_0.000651827,0.0734649,0.391224_0.042046_0.10737,,,,0.56938,0.992861_0.529488_0.626602,0.697894_0.0454299,0.318477_0.0454299,0.353363_0.12808,0.0346517_0.44522,0.249941_0.0568543_6.1288e-08,,0.00489763_0.00144756_1.85438e-10,0.0568543,0.0077056,0.00489763,,0.00598154,0.00673225_0.000706744,,0.00598154,0.00598154_0.00176147,0.00538436_0.000368385,0.00902011,0.391224,0.489796_0.103896,0.0016664,0.00301432,,,,1,1.0_0.999997,0.907855,0.645546,0.0017713_0.000604932_2.04438e-10,0.00598154,0.00285872_0.000651827,,0.0077056,0.00538436,0.00598154,0.00301432,0.549037_0.103896_0.213036,,0.534062_0.198815,0.00673225,0.00598154,,0.00318817,0.00489763,0.0361816_0.0269547,0.00902011_0.06142,0.437579,,0.422816,0.353363,0.00538436_0.000850687,,0.00259183,0.00489763_0.000771955,0.00538436,0.0361816_0.0579492,0.00538436,0.00489763_0.000368385
0.00598154_0.00176147_2.04438e-10,0.00237112,,0.0361816,0.576146,0.375224,0.917305,,0.897542_0.86959,,0.500616_0.22233,,0.00171723_0.000706744,0.00538436_0.000706744,0.00489763_0.00144756,0.00598154,0.00598154_0.000368385,0.00538436,0.00489763,0.0668595_6.1288e-08_0.0128489,,,0.115162,0.00538436_0.00176147_0.122005_0.0410211,0.00538436,,0.00673225_0.0361816,0.00489763_0.000651827_2.04438e-10,,0.00538436,0.00449308,0.00538436_0.000445549,0.00598154_0.00144756,0.00134816_0.00176147_2.94752e-10,0.00902011,0.00538436_0.000706744,0.00673225,,,0.043984,0.0077056_0.596471_0.651723,0.391224,,0.0734649,,0.276077_0.0501453_4.90894e-08_0.010957,0.00236294_3.1088e-05,0.00489763,0.00673225,0.0245126_0.194869_0.133204_0.0146066,,,0.00538436_0.00144756,,,0.000212719_3.11936e-05_0.106667,,0.00259183_0.000771955_2.27739e-10,0.00538436,0.281546_0.12808_0.556775,,0.00449308,,0.846748_0.780364,,,,1,,0.00285872,0.00060536,0.00492566_5.45154e-08,0.00750238_1.96772e-08_0.0762326,0.00489763,0.00489763,0.0195104_0.189969_0.0711512,0.000282708,0.00489763,0.106322,0.00673225,,0.00301432,0.0668595,,0.00449308,0.00111066,0.00489763,0.00111066_0.000604932_2.27739e-10_0.120102,0.631762,0.849613,,0.00598154,,0.00538436_0.000604932_1.85438e-10,0.00153068,0.00449308,,0.00489763_0.00144756_0.0468129,0.00247649,0.00598154
,0.00489763,0.00538436_0.0225706,0.0190821_0.105343,0.00489763,0.581199,0.613945_0.643099,1,0.866815,0.848594,0.495455_0.0417757,0.00902011_0.000706744,,,,0.00902011_0.000706744,,0.00598154,0.000639023,0.00538436,0.000483393_0.000706744_1.85438e-10_0.173892,0.00360538_0.00176147_0.0652173,0.186182_2.41635e-05,,0.00598154_0.000706744_1.56329e-10_0.0831115,0.00538436,0.00538436,0.00195642,0.00318817_0.000706744_2.94752e-10,0.00157337,,0.00489763,0.0296868_6.9283e-09,,0.0440759,,0.00598154_0.000706744,0.00598154_0.000771955,0.249941_0.0466639,,0.867108,,0.00489763,0.0734649,0.0668595_0.0812027,0.249941_0.0466639,0.00449308_0.000651827,0.00489763_0.000706744,0.00538436,0.00598154,,0.00902011_0.123391,,,0.00538436,,0.0077056_0.000706744,0.000668799,0.00489763_0.00123004_2.04438e-10,0.0961334,,0.00538436_0.000850687_1.26477e-10,0.792487,,,,1,1,0.923312,0.0816808_0.545021,,0.00285872_0.000651827,,,,0.00385878,,0.00902011,,0.645546,0.0816808_5.45154e-08,0.00538436,0.00318817,0.00489763_0.00144756,0.00134816_0.00176147_2.94752e-10,0.00385878_0.000604932_1.56329e-10_0.115678,0.00598154,0.00538436,0.227926,0.981866_0.0568684,,,0.0646936_2.41635e-05,0.000518155,0.00538436_0.00176147_2.27739e-10,,0.00673225,0.0568543_4.90894e-08_0.00732174,0.00271863_0.000651827_1.69652e-10,0.00489763_0.000706744
0.06142_0.299461,0.00538436,0.00449308,0.00598154_0.0568543_5.45154e-08,0.00298429_0.167553_0.182127,,,,1.0_0.999938,,0.0816808,,,,0.00598154_0.00032617,0.00598154_0.000771955,0.00538436,0.00538436,0.00538436,0.00385878,0.00538436_0.000771955,0.0668595,0.00538436,,0.00673225,0.00385878_0.0373722,0.00449308,0.00449308_0.000564412,0.0017713,,0.00489763_0.000771955,0.00598154,0.00598154_0.000771955,,0.0734649_0.135547,0.253322_2.61045e-05,,0.00598154,0.00538436_0.143409,0.106322_0.556775,,0.517293,0.0238275_0.350059,0.00449308,0.239367,0.00598154,0.00538436_0.014043,0.00538436,,0.249941,0.00489763,0.0734649,0.114177_0.0397167,0.00141562_0.000706744,,0.00171723,,0.00598154,0.00538436,0.0321014_0.136658_0.203677,0.00449308,,0.0017713_0.00144756_0.617308,,1.0_0.999938_0.902054,1.0_0.999975_0.919434,1,1.0_0.999971_0.925933,0.989814,0.0734649_5.45154e-08,0.00902011,0.000263466,,,0.00489763_0.00176147,0.00247649,0.00318817_0.000651827,,0.00489763,0.631762,0.106322_6.1288e-08,0.00673225_0.000706744,0.00449308,0.00538436_0.000423342_5.70679e-11,,0.00598154_0.00031419_4.32648e-11,0.00598154,0.00259183_0.000706744,0.437579,0.697894,0.631762_0.0659559_5.45154e-08_0.0255163,0.00673225,0.0231735_3.1088e-05_0.0146919,0.00598154_0.000651827_1.69652e-10,,0.00538436_0.000771955,0.00153068,0.00489763,0.0159341_0.0231812,0.00489763
0.249941_3.90009e-05_0.0380849,,0.00673225,0.086778_0.0734649,,0.831528,0.631762,1.0_0.891715_0.997169,0.907914,0.697894,0.00301432,,0.0734649,0.00489763_0.000445549,0.00259183,0.00360538_0.00031419,,,0.00489763_0.000706744,0.108917,,,0.106322,0.00489763,0.00489763_0.000706744_2.04438e-10_0.298295,0.00489763,0.0162497,0.00538436_0.000230015,0.00489763,0.00171723,,,0.00598154_0.000353137,0.00247649_0.000529042,0.0417757,0.576146,,,0.00598154,,0.357078_0.246042,0.321774,0.224504,0.00673225_0.000947682_1.69652e-10,0.20825,0.138222,,,0.0568543,0.0668595,0.00598154,0.00338373_0.00144756_0.113644,,,0.00153068,0.00157337,0.00902011_0.000651827,0.00489763_0.000706744_8.0302e-11,0.06142,0.422816_0.113955_0.476699,0.00301432,0.00259183_0.000771955_0.000219119,0.00301432_0.599757,0.864101_1.0,1,,1.0_0.999983,1,0.934218_1.0_0.893205,,0.00318817_0.00176147,,0.00673225,0.00385878_0.00176147_1.56329e-10,,0.00538436_0.000651827_1.85438e-10,0.00598154_0.000651827,0.00673225,0.00489763_0.356295,0.0922216,0.0734649_0.350059_0.0667033,0.00271863_0.000706744,0.00237112,,,0.0077056,0.00598154,0.000639023_0.000651827,,,0.466882_0.173783,,0.0421557_1.98137e-05_0.106667,0.00538436,0.00538436,0.00673225_0.000651827,0.000929435,0.00489763_0.00144756,,0.0113163_9.07391e-13
0.289863,,,0.00538436_0.000706744,0.391224,0.437579,,1.0_0.999973,0.938564,0.892214,0.574935,0.00538436_0.000706744,0.0568543,0.0265755_2.10689e-05,,0.00489763,0.00449308,0.00360538_0.000706744,0.00673225,0.00673225_0.0568543,0.00489763_0.000564412,0.00111066_0.00176147_2.27739e-10,0.265942_3.90009e-05_0.118473,0.00489763,0.00489763,,0.129778_3.90009e-05_0.118473,0.00489763_0.000651827_8.0302e-11,0.00598154,0.00237112,0.771632,,0.00271863_0.000651827,0.00489763_0.00144756_8.03889e-12,0.00415136_0.000706744,0.469543,0.0021855_0.00144756,0.00247649,,0.0922216_0.167553_0.107138,0.249941_0.227734,0.109572_0.128797,0.00538436_0.0859923,0.167914,,,0.00338373_0.000706744,,0.0734649_5.45154e-08,,,,0.00538436_0.00176147,0.00598154,0.00489763_0.00176147,,0.00538436_0.00144756,,0.109572_0.0618007,0.118844_0.131945_0.675273_0.360417,0.00247649,,0.0529618,1,,1,1.0_0.999973,1,0.934218_0.86959_1.0,0.828222_0.0495998,0.00489763_7.57412e-05,0.00489763_0.000706744,0.00301432,0.00538436_0.00032617,0.00902011,0.06142_6.1288e-08,,0.00489763,,,,0.00407603_1.00745e-12_0.106667,,0.00301432,,,0.00489763_0.00144756,0.00598154,0.272438_0.246156,0.437579_0.496563,,0.00598154,0.00449308,0.000527647,0.00318817_0.000850687_1.26477e-10,0.00237112,0.00449308,0.00489763_0.0178886,0.0459754,
,0.00598154,0.00161853_0.000771955_2.94752e-10,0.00538436,0.0397167,0.626802,,1.0_0.999973_0.931432,0.988096,0.712943,0.147803,0.0107704,0.00141562_0.00144756_0.122005_0.186432_0.167079,0.0319674_6.1288e-08,0.00538436_0.000771955,0.00489763,,,0.06142_0.135547,0.00598154_0.000850687,0.00538436,0.00673225_0.0466639,0.265942_3.11936e-05_0.106667_0.178389_4.1006e-10,0.00247649,0.00237112,0.00489763,,0.000661095_0.000198276_1.35082e-10_0.0990559,0.00902011_0.000706744,,0.00338373_0.000771955,0.00673225,0.00673225,,,0.321774_0.0391377_0.358346,0.196505_1.87062e-05_0.106667,0.106322,0.0596161_1.98137e-05_0.0463827,0.0734649,,0.224504,0.0872383,,0.00161853_0.220614,0.0734649,0.00598154,0.00153068_0.000771955_6.90646e-11,,0.0734649,,0.00489763_0.0796782,,0.00449308,0.0077056,0.00301432,0.00259183_0.000564412_1.85438e-10,,0.000223035,0.340548_0.12808_0.281251,0.425736,0.00318817,,0.947322_1.0,1.0_0.999997,1.0_0.999982_0.963318,1,,,,,0.00449308_0.000771955_6.05772e-11,0.00489763,0.00673225_0.000771955,0.00161853_0.0704129,,0.00318817_0.000423342,0.00538436_0.000651827_2.04438e-10,0.00338373,,0.456139_0.173783_5.45154e-08,0.0117517_4.09375e-08,0.00385878_0.000564412,0.00538436,0.00673225_0.000771955,,0.00489763,0.00259183_0.126339,0.645546_0.246042,0.593341_0.190919_0.61022_0.277816,0.0137325,0.00902011_0.00031419,0.00538436_0.000651827_1.69652e-10,0.00538436_0.000445549,0.00449308,0.00598154_0.000497894,0.00489763,0.00237112_0.000651827,0.0135242,0.00161853_0.000651827
0.00106891,0.00489763,,0.00489763_0.000604932,0.00449308,,0.849613_0.337947,0.929193,0.988096,0.528725,0.281546,,0.0319674_5.45154e-08,0.00285872,0.00598154,0.00598154,,,0.00538436,,0.00538436_0.000529042,,0.00598154_0.0568543_0.376256,0.0268407_6.1288e-08_0.138589,0.00489763,,0.0204299_6.1288e-08,,0.00538436_0.00477556,,0.00538436_0.000604932,0.00538436,,0.000668799_0.000564412_2.04438e-10_0.160458,,0.00538436_0.133616,0.00449308_0.000564412,0.147803,0.00902011_0.000706744,0.56938,,0.321774_0.093876,0.108917,0.00598154,0.0361308,0.00902011,,,,,0.00449308,0.00538436_0.00144756,0.00489763,0.00318817,0.00149028,,,0.00673225,0.00449308_0.000771955_2.94752e-10,0.0993001_0.29023_0.40278,0.00673225,,0.00271863_0.143409_0.637172,,1,1,1.0_0.999975_0.992513,1.0_0.999973,1,0.00202717,,0.00673225_0.000564412_6.67282e-11,0.0734649_1.63992e-08,0.00538436,0.00259183_0.00144756,0.0734649_2.34214e-08,0.00040252,0.00360538,,,0.00598154,0.00538436,,0.00385878,,0.00338373_0.000850687_1.44936e-10,0.00902011_0.000706744_2.27739e-10,0.148171,0.624203,0.553803_0.459663_0.54988_0.399889,0.0133557,0.00449308,0.00598154,0.00598154,,,0.00145198_0.000706744,0.0361816_4.46448e-08_0.0484948,0.00598154_0.000706744,0.00538436
0.00902011_0.0495998_8.94478e-09,0.00489763_0.000771955_4.98437e-11,,,0.321774_0.0449461_0.462896,0.831528,,1,0.751601,0.549037,0.626802_2.10689e-05,0.00538436_0.0461389,,0.00598154_0.000771955,0.00489763_0.000529042,0.00489763,0.00449308,0.00489763_0.00144756,0.00489763_0.000651827,,0.0016664,0.000719108_0.106322,0.391224_0.0289154,0.00285872,0.00489763,,0.0604117_1.77212e-05_0.0889258,,0.000684761,0.00489763_0.000706744_2.27739e-10,,,0.00598154,0.00489763_0.000706744_1.42415e-08,0.0734649,,0.00157337,0.00134816_0.0739368,0.118844,0.0668595,,0.56938_0.387409,0.00538436_0.192343_5.45154e-08_0.106667,,0.391224_0.0734649,0.00538436_0.000423342,0.00538436_0.000706744_6.2498e-11,0.00318817,0.00489763_0.0495998,0.06142,,0.00247649_0.0529618,0.00673225_8.06315e-05,0.00449308_0.000706744_2.94752e-10_0.0945248_2.99058e-08,,0.00598154,0.0332525_2.23579e-08,0.00902011_0.000706744_2.04438e-10,0.00538436,0.297819,,0.00259183_0.00144756_2.04438e-10,0.00489763_0.323553,1,,1,1.0_0.999975_0.902054,1,0.994195,0.56938_4.47525e-05,0.00489763,,0.00318817,0.00598154_0.000706744,0.00247649,,0.000872613,,0.00385878_0.000604932,,0.377759_1.77212e-05,0.00338373_0.000529042,0.00538436,,0.00598154,0.00598154,,,,0.750666,0.374533,,0.00237112,0.00538436_0.000423342,,0.00673225_0.00144756_2.27739e-10_0.2088,,0.00489763,,
,,0.00673225,0.0332525,0.06142_4.90894e-08,0.645546,0.491407_0.448747_0.924958_0.932737,1,0.555786,,0.574935,0.0077056_0.000529042,,,,0.00598154_0.000706744,,0.00134816_0.000706744,,,0.00489763_0.000706744_2.27739e-10,0.06142,,0.00598154,,0.00449308_0.06142,0.0225706_6.1288e-08,0.00489763,,,0.00673225,0.00673225,0.00271863,0.0017713_0.00144756_2.27739e-10,,0.144031,,0.00489763_0.000604932_2.04438e-10,0.0717786_3.11936e-05,,0.736286,0.574935,,,0.06142,0.00598154,0.0417757,0.00210332_0.000771955_2.04438e-10_0.115678,0.00237112_0.075305,0.0077056,0.00538436_0.000771955_2.94752e-10,,0.129778_0.0922216,,,0.000456612_0.0568543,0.00489763,,0.0021855,,0.00902011_0.000202938,0.00271863,0.0568543_6.1288e-08_0.318285_0.00408987,,1.0_0.999971_0.940237,,1.0_0.999977,1.0_0.999973,1.0_0.999938,0.00134816,0.00271863_0.000651827_2.04438e-10,0.00489763,0.00449308_0.000771955,0.00598154,0.00410992,0.00598154,,0.00351584,0.00598154,0.475285,,,,0.00489763,,0.00538436,0.00449308,0.06142_6.1288e-08_0.0969946_8.7169e-06,,0.395374,0.0077056,,0.00489763,0.00598154,,0.00449308,,0.00489763,,0.00131681_0.000706744
,0.00598154,0.00060536_0.000368385_2.27739e-10_0.160458_2.99058e-08_0.0337431,0.00538436,0.00538436_0.323553_0.167553_0.406331,0.576146,0.391224_0.643464,1.0_0.999993,1,0.56246_0.187189_0.721758,0.736286_0.0922216,,0.106322,0.00301432_0.000150117,,0.00285872,,,0.00489763,0.06142,0.00385878_0.000706744_2.04438e-10,0.06142_5.45154e-08,0.118844_0.0548654,0.00538436_0.000771955,0.00673225_0.000138163,0.06142,0.06142_6.1288e-08_0.118473,,0.00195642,0.00449308,0.00598154,,,0.00538436,0.0012869_0.0417757,,0.00538436,0.00115583,0.00271863_0.000651827,0.321774_0.131945,0.674641,0.574935,0.224632_0.0801754_0.271151,0.0568543,0.0219926,0.199709,,0.0179071,0.00598154,0.00247649_0.00144756,,0.00489763,0.00538436,,0.00538436_0.000706744,0.00598154,,,,0.285288_0.0568684,,,,1.0_0.999984_0.963318,,1,1.0_0.999973_0.931432,,,0.00673225_0.000947682,0.00237112,0.00318817_0.000771955,,0.00157337,,,0.00385878_0.00176147,0.00538436,0.00415136_0.0495998_0.377631,0.293505_0.367447,0.413436_1.35182e-05,0.00538436_0.000706744,0.00360538_0.000771955_4.32648e-11,0.00598154,0.00673225,0.00104921_0.000651827_8.74051e-11,0.00598154,0.0120669_0.156991,0.0495998_0.316125,0.808277,,0.00247649,0.00271863,0.0149738_1.98137e-05_0.0969946,0.00538436,0.00271863,0.00673225,0.0245126,0.00598154,0.00237112_0.00176147_0.314217_0.0296035
